external_owner_id,first_name,last_name,business_name,is_business_account,email_primary,email_secondary,phone_primary,phone_secondary,city,province,country,nationality,language
69247e617f9fef26201d8628,,,,0,,,,,Kingston Upon Thames,London,,British,en
69247e617f9fef26201d85d0,,,,0,,,,,Denia,,,,es
69247e61485654a697f01bc7,,,,0,,,,,Denia,Alicante,Spain,,en
69247e607f9fef26201d8578,,,,0,,,,,Javea,Ali,,British,en
69247e607f9fef26201d84b5,,,,0,,,,,Denia,Alicante,Spain,British,en
69247e60485654a697f01ae7,,,,0,,,,,Denia,Alicante,Spain,,es
69247e60485654a697f018d5,,,,0,,,,,El Verger,Alicante,Spain,Spanish,es
69247e5f7f9fef26201d82d3,,,,0,,,,,Cambridge,,,British,en
69247e5f485654a697f01665,,,,0,,,,,Hilsea Portsmouth,Ham,,British,en
69247e5f485654a697f01580,,,,0,,,,,Ondara,Alicante,Spain,British,en
69247e5f485654a697f01528,,,,0,,,,,Javea,Alicante,Spain,Spanish,es
69247e5f485654a697f0148e,,,,0,,,,,Denia,Alicante,Spain,Hungarian,en
69247e5e7f9fef26201d81e0,,,,0,,,,,Pedreguer,Alicante,Spain,Spanish,es
69247e5e7f9fef26201d8124,,,,0,,,,,Ondara,Alicante,Spain,Spanish,es
69247e5e485654a697f01436,,,,0,,,,,Pedreguer,Alicante,Spain,Spanish,es
69247cf07f9fef262017b4c4,,,,0,,,,,,,United Kingdom,British,en
692420a57f9fef26200a4ead,,,,0,,,,,Denia,Alicante,Spain,Spanish,es
692411a37f9fef2620df81f9,,,,0,,,,,,,,,en
691f0bab3c2ab6a319d2fd5f,,,,0,,,,,Ra Enschede,,The Netherlands,Dutch,en
691d9d9b039d2d16ce4bdb08,,,,0,,,,,,,,,en
691caafd3053c29cf0745362,,,,1,,,,,Ondara,Alicante,Spain,,en
69144ff6b4f05c5f5ccd0096,,,,0,,,,,,,,,en
69135a45204dd83b3ff7df47,,,,0,,,,,,,,,en
69039ec6b6edbecc01d3596b,,,,0,,,,,,,Spain,,en
69036c02b6edbecc016b83d5,,,,0,,,,,,,,,en
69036bae27c4ccdfe971f5a9,,,,0,,,,,,,,,en
69036bae27c4ccdfe971f5a7,,,,0,,,,,,,,,en
MONTHLY_CUST_001,,,,0,,,,,,,,Spanish,es
MONTHLY_CUST_002,,,,0,,,,,,,,British,en
MONTHLY_CUST_003,,,,0,,,,,,,,British,en
MONTHLY_CUST_004,,,,0,,,,,Ewell,,Germany,German,en
MONTHLY_CUST_005,,,,0,,,,,,,,British,en
MONTHLY_CUST_006,,,,0,,,,,Ràfol d'Almunia,Alicante,Spain,British,en
MONTHLY_CUST_007,,,,0,,,,,,,,Bulgarian,en
MONTHLY_CUST_008,,,,0,,,,,Jávea,Alicante,Spain,Russian,en
MONTHLY_CUST_009,,,,0,,,,,Parla ,Madrid,Spain,Spanish,es
MONTHLY_CUST_010,,,,0,,,,,,,Switzerland,Swiss,en
MONTHLY_CUST_011,,,,0,,,,,Oliva,Valencia,Spain,Spanish,es
